CAT,CAT NAME (PT),F/R,L/R,U/L,I/O,MODEL,MDL NO,CROSS,CAR,MODEL,ANO DE I.,ANO FI.,TRSS,FRAME,ENGINE,SIZE,REMARK,PART NO.
CM,EMBREAGEM DE CIMA,,,U,,VIT05,220L,RAC05,TOYOTA,VITZ,2005,2010,,KSP90,,,,CM155L15
CM,EMBREAGEM DE CIMA,,,U,,ALL01,001L,RUN02,TOYOTA,ALLION,2001,2007,,NZT240,,,,CM181L15
CM,EMBREAGEM DE CIMA,,,U,,ALL07,002L,RUN02,TOYOTA,ALLION,2007,2021,,ZRT260,,,,CM181L15
CM,EMBREAGEM DE CIMA,,,U,,AXI06,029L,RUN02,TOYOTA,AXIO,2006,2011,,NZE141,,,,CM181L15
CM,EMBREAGEM DE CIMA,,,U,,FIL06,071L,RUN02,TOYOTA,FILDER,2006,2012,,NZE121,,,,CM181L15
CM,EMBREAGEM DE CIMA,,,U,,RUN02,181L,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,CM181L15
CM,EMBREAGEM DE CIMA,,,U,,CARV12,309K,,NISSAN,NISSAN,2012,2022,,CBF-VR2E26,,,,CM309K15
CM,EMBREAGEM DE CIMA,,,U,,NAV05,335V,,NISSAN,NAVARA,2005,2015,,CBA-D40,,,,CM309K15
CM,EMBREAGEM DE CIMA,,,U,,NAV10,336V,NAV05,NISSAN,NAVARA,2010,2015,,LDF-D40,,,,CM309K15
CM,EMBREAGEM DE CIMA,,,U,,NP300,342L,HAR98,NISSAN,HARDBODY ,2008,2024,,LDF-D22,,,,CM309K15
CM,EMBREAGEM DE CIMA,,,,,316Z,,,NISSAN,HARDBODY ,1988,1997,,D21,,,,CM316Z15
CM,EMBREAGEM DE CIMA,,,U,,HAR98,317M,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,CM317M15
CM,EMBREAGEM DE CIMA,,,,,362M,,,NISSAN,TERRANO ,1999,2006,,KH-R50,,,,CM362M15
CM,EMBREAGEM DE CIMA,,,,,363L,,,NISSAN,TIIDA,2004,2012,,DBA-C11,,,,CM363L15
CM,EMBREAGEM DE CIMA,,,,,323-98,,,MAHINDRA,323-98,1998,,,,,,,CM407M15
CM,EMBREAGEM DE CIMA,,,U,,BT5007,421L,RAN00,MAHINDRA,BT50,2007,2011,,ALUA07,,,,CM454L15
CM,EMBREAGEM DE CIMA,,,U,,RAN00,454L,RAN07,FORD,RANGER ,2000,2006,,,,,,CM454L15
CM,EMBREAGEM DE CIMA,,,U,,RAN07,455L,RAN00,FORD,RANGER ,2007,2012,,,,,,CM454L15
CM,EMBREAGEM DE CIMA,,,U,,BT5012,422U,,MAHINDRA,BT50,2012,2020,,,,,,CM456U15
CM,EMBREAGEM DE CIMA,,,U,,RAN12,456U,RAN00,FORD,RANGER ,2012,2021,,,,,,CM456U15
CM,EMBREAGEM DE CIMA,,,U,,KB250,490L,,ISUZU,KB,2004,2012,,,,,,CM490L15
CM,EMBREAGEM DE CIMA,,,U,,KB2504W,491L,KB250,ISUZU,KB 4WD,2004,2012,,,,,,CM490L15
CM,EMBREAGEM DE CIMA,,,U,,KB280,492Z,KB250,ISUZU,KB,1980,1997,,,,,,CM490L15
CM,EMBREAGEM DE CIMA,,,,,492Z,,,ISUZU,KB,1980,1997,,,,,,CM492Z15
CM,EMBREAGEM DE CIMA,,,U,,COL94,501M,,MITSUBISHI,COLT ,1994,1998,,,,,,CM501M15
CM,EMBREAGEM DE CIMA,,,,,517Z,,,MITSUBISHI,PAJERO,1983,1991,,,,,,CM517Z15
CM,EMBREAGEM DE CIMA,,,,,320I04,,,BMW,320i,2004,2012,,,,,,CM635V15
CM,EMBREAGEM DE CIMA,,,,,X304,,,BMW,X3,2004,2010,,,,,,CM635V15
CM,EMBREAGEM DE CIMA,,,,,706L,,,VW,GOLF ,2004,2009,,,,,,CM706L15
CM,EMBREAGEM DE CIMA,,,,,774M,,,HYUNDAI,H100,1997,2004,,,,,,CM774M15
CS,EMBREAGEM DE BAIXO,,,,,055M,,,TOYOTA,COASTER,1993,2016,,BB50,,,,CS055M16
CS,EMBREAGEM DE BAIXO,,,L,,RAU97,167M,CON88,TOYOTA,RAUM,1997,2003,,EXZ10,,,,CS060Z16
CS,EMBREAGEM DE BAIXO,,,L,,DYN95,068M,QUA04,TOYOTA,DYNA ,1995,1999,,LY230,,,,CS068M16
CS,EMBREAGEM DE BAIXO,,,,,084Z,,,TOYOTA,HIACE ,1984,1989,,LH51,,,,CS084Z16
CS,EMBREAGEM DE BAIXO,,,,,DYN95,,,TOYOTA,DYNA ,1995,1999,,LY230,,,,CS084Z16
CS,EMBREAGEM DE BAIXO,,,L,,HIA92,085M,,TOYOTA,HIACE,1992,2004,,LH107,,,,CS085M16
CS,EMBREAGEM DE BAIXO,,,L,,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,CS091V16
CS,EMBREAGEM DE BAIXO,,,L,,LAN08,106L,PRA02,TOYOTA,LAND CRUISER,2008,2021,,URJ200,,,,CS091V16
CS,EMBREAGEM DE BAIXO,,,L,,PRA02,145V,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,CS091V16
CS,EMBREAGEM DE BAIXO,,,L,,PRA12,146U,PRA02,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,,,CS091V16
CS,EMBREAGEM DE BAIXO,,,L,,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,CS091V16
CS,EMBREAGEM DE BAIXO,,,,,092Z,,,TOYOTA,HILUX,1988,1997,,LN106,,,,CS092Z16
CS,EMBREAGEM DE BAIXO,,,,,HIA84,,,TOYOTA,HIACE ,1984,1989,,LH51,,,,CS092Z16
CS,EMBREAGEM DE BAIXO,,,L,,LIT96,114M,NOA98,TOYOTA,LITEACE ,1996,2007,,YR21,,,,CS126M16
CS,EMBREAGEM DE BAIXO,,,L,,NOA98,126M,,TOYOTA,NOAH ,1998,2001,,SR40,,,,CS126M16
CS,EMBREAGEM DE BAIXO,,,L,,NOA984W,127M,NOA98,TOYOTA,NOAH ,1998,2001,,CR40G,,,,CS126M16
CS,EMBREAGEM DE BAIXO,,,L,,TOW98,211M,,TOYOTA,TOWNACE,1998,2007,,CR42,,,,CS126M16
CS,EMBREAGEM DE BAIXO,,,L,,DYN85,067Z,QUA04,TOYOTA,DYNA ,1985,1995,,BU60,,,,CS155L16
CS,EMBREAGEM DE BAIXO,,,L,,QUA04,155L,,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,CS155L16
CS,EMBREAGEM DE BAIXO,,,L,,TOY92,212M,QUA04,TOYOTA,TOYOACE ,1992,2024,,YR21,,,,CS155L16
CS,EMBREAGEM DE BAIXO,,,L,,ALL01,001L,RUN02,TOYOTA,ALLION,2001,2007,,NZT240,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,ALL07,002L,RUN02,TOYOTA,ALLION,2007,2021,,ZRT260,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,AUR06,013L,RAC05,TOYOTA,AURIS,2006,2011,,ZRE152,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,AUR11,014U,RUN02,TOYOTA,AURIS,2011,2018,,ZRE152,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,AXI12,030K,RUN02,TOYOTA,AXIO,2012,2018,,NRE160,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,BLA07,039L,RUN02,TOYOTA,BELTA,2007,2012,,AZE154,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,COR08,059L,RUN02,TOYOTA,COROLLA,2008,2013,,ZRE142,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,FIL06,071L,RUN02,TOYOTA,FILDER,2006,2012,,NZE121,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,FUN99,077M,RUN02,TOYOTA,FUNCARGO,1999,2005,,NCP20,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,IST07,104L,RUN02,TOYOTA,IST,2007,2016,,ZSP110,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,RAC05,161L,RUN02,TOYOTA,RACTIS,2005,2010,,NCP100,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,RUN02,181L,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,SIE03,191L,RUN02,TOYOTA,SIENTA,2003,2015,,NCP81G,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,SPR91,203M,RUN02,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,CS181L16
CS,EMBREAGEM DE BAIXO,,,L,,VIT05,220L,RAC05,TOYOTA,VITZ,2005,2010,,KSP90,,,,CS220L16
CS,EMBREAGEM DE BAIXO,,,,,316Z,,,NISSAN,HARDBODY ,1988,1997,,D21,,,,CS316Z16
CS,EMBREAGEM DE BAIXO,,,,,PAT92,,,NISSAN,PATROL ,1992,1997,,E-WD21,,,,CS316Z16
CS,EMBREAGEM DE BAIXO,,,L,,HAR98,317M,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,CS317M16
CS,EMBREAGEM DE BAIXO,,,L,,NP300,342L,HAR98,NISSAN,HARDBODY ,2008,2024,,LDF-D22,,,,CS317M16
CS,EMBREAGEM DE BAIXO,,,L,,BT5007,421L,RAN00,MAHINDRA,BT50,2007,2011,,ALUA07,,,,CS317M16
CS,EMBREAGEM DE BAIXO,,,L,,RAN00,454L,RAN07,FORD,RANGER ,2000,2006,,,,,,CS317M16
CS,EMBREAGEM DE BAIXO,,,L,,RAN07,455L,RAN00,FORD,RANGER ,2007,2012,,,,,,CS317M16
CS,EMBREAGEM DE BAIXO,,,L,,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,CS367L16
CS,EMBREAGEM DE BAIXO,,,,,449L,,,FORD,FOCUS ,2003,2005,,,,,,CS449L16
CS,EMBREAGEM DE BAIXO,,,,,BAN03,,,FORD,BANTAM ,2003,2011,,,,,,CS449L16
CS,EMBREAGEM DE BAIXO,,,,,FIE99,,,FORD,FIESTA,1999,2002,,,,,,CS449L16
CS,EMBREAGEM DE BAIXO,,,,,454L,,,FORD,RANGER ,2000,2006,,,,,,CS454L16
CS,EMBREAGEM DE BAIXO,,,,,BT5007,,,MAHINDRA,BT50,2007,2011,,ALUA07,,,,CS454L16
CS,EMBREAGEM DE BAIXO,,,,,DRI01,,,MAHINDRA,DRIFTER ,2001,2007,,,,,,CS454L16
CS,EMBREAGEM DE BAIXO,,,,,HAR88,,,NISSAN,HARDBODY ,1988,1997,,D21,,,,CS454L16
CS,EMBREAGEM DE BAIXO,,,L,,BT5012,422U,,MAHINDRA,BT50,2012,2020,,,,,,CS456U16
CS,EMBREAGEM DE BAIXO,,,L,,RAN12,456U,RAN00,FORD,RANGER ,2012,2021,,,,,,CS456U16
CS,EMBREAGEM DE BAIXO,,,L,,KB250,490L,,ISUZU,KB,2004,2012,,,,,,CS490L16
CS,EMBREAGEM DE BAIXO,,,L,,KB2504W,491L,KB250,ISUZU,KB 4WD,2004,2012,,,,,,CS490L16
CS,EMBREAGEM DE BAIXO,,,L,,KB280,492Z,KB250,ISUZU,KB,1980,1997,,,,,,CS490L16
CS,EMBREAGEM DE BAIXO,,,,,492Z,,,ISUZU,KB,1980,1997,,,,,,CS492Z16
CS,EMBREAGEM DE BAIXO,,,,,KB250,,,ISUZU,KB,2004,2012,,,,,,CS492Z16
CS,EMBREAGEM DE BAIXO,,,L,,TRI05,525V,,MITSUBISHI,TRITON,2005,2015,,,,,,CS525V16
CS,EMBREAGEM DE BAIXO,,,,,708M,,,AUDI,GOL,1999,2005,,,,,,CS708M16
CS,EMBREAGEM DE BAIXO,,,,,JET06,,,VW,JETTA,2006,2010,,,,,,CS708M16
CS,EMBREAGEM DE BAIXO,,,,,771M,,,HYUNDAI,ELANTRA,1996,2000,,,,,,CS771M16
CS,EMBREAGEM DE BAIXO,,,,,SON98,,,HYUNDAI,SONATA,1998,2004,,,,,,CS771M16
CS,EMBREAGEM DE BAIXO,,,,,TUC04,,,HYUNDAI,TUCSON,2004,2009,,,,,,CS771M16
CS,EMBREAGEM DE BAIXO,,,,,774M,,,HYUNDAI,H100,1997,2004,,,,,,CS774M16
CVB,FOLES DE CARDANS,,,,I,043L,,,TOYOTA,CAMRY,2001,2006,,ACV30,,,,CVB043L17
CVB,FOLES DE CARDANS,,,,O,043L,,,TOYOTA,CAMRY,2001,2006,,ACV30,,,,CVB043L18
CVB,FOLES DE CARDANS,,,,O,045M,,,TOYOTA,CAMRY,1991,1996,,SV30,,,,CVB045M18
CVB,FOLES DE CARDANS,,,,I,ALL01,001L,COR96,TOYOTA,ALLION,2001,2007,,NZT240,,,,CVB061M17
CVB,FOLES DE CARDANS,,,,I,BEL05,036L,COR96,TOYOTA,BELTA,2005,2016,,SCP92,,,,CVB061M17
CVB,FOLES DE CARDANS,,,,I,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,,,CVB061M17
CVB,FOLES DE CARDANS,,,,I,RAC05,161L,COR96,TOYOTA,RACTIS,2005,2010,,NCP100,,,,CVB061M17
CVB,FOLES DE CARDANS,,,,I,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,CVB061M17
CVB,FOLES DE CARDANS,,,,I,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,CVB061M17
CVB,FOLES DE CARDANS,,,,O,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,,,CVB061M18
CVB,FOLES DE CARDANS,,,,O,SPA97,201M,COR96,TOYOTA,SPACIO,1997,2001,,AE111N,,,,CVB061M18
CVB,FOLES DE CARDANS,,,,O,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,CVB061M18
CVB,FOLES DE CARDANS,,,,O,HIA92,085M,,TOYOTA,HIACE,1992,2004,,LH107,,,,CVB085M18
CVB,FOLES DE CARDANS,,,,I,HIL05,091V,,TOYOTA,HILUX,2005,2015,,KUN25,,,,CVB091V17
CVB,FOLES DE CARDANS,,,,I,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,CVB091V17
CVB,FOLES DE CARDANS,,,,O,HIL05,091V,,TOYOTA,HILUX,2005,2015,,KUN25,,,,CVB091V18
CVB,FOLES DE CARDANS,,,,O,REV16,177U,HIL05,TOYOTA,HILUX ,2016,2024,,GUN125,,,,CVB091V18
CVB,FOLES DE CARDANS,,,,I,HIL95,094M,HIL97,TOYOTA,HILUX,1995,1997,,LN106,,,,CVB095M17
CVB,FOLES DE CARDANS,,,,I,HIL97,095M,,TOYOTA,HILUX,1997,2004,,LN106,,,,CVB095M17
CVB,FOLES DE CARDANS,,,,I,NAV05,335V,,NISSAN,NAVARA,2005,2015,,CBA-D40,,,,CVB095M17
CVB,FOLES DE CARDANS,,,,I,NAV10,336V,NAV05,NISSAN,NAVARA,2010,2015,,LDF-D40,,,,CVB095M17
CVB,FOLES DE CARDANS,,,,I,147M,,,TOYOTA,PRADO,1996,2002,,KZJ90,,,,CVB147M17
CVB,FOLES DE CARDANS,,,,O,147M,,,TOYOTA,PRADO,1996,2002,,KZJ90,,,,CVB147M18
CVB,FOLES DE CARDANS,,,,O,ALL01,001L,RUN02,TOYOTA,ALLION,2001,2007,,NZT240,,,,CVB181L18
CVB,FOLES DE CARDANS,,,,O,ALL07,002L,RUN02,TOYOTA,ALLION,2007,2021,,ZRT260,,,,CVB181L18
CVB,FOLES DE CARDANS,,,,O,AXI06,029L,RUN02,TOYOTA,AXIO,2006,2011,,NZE141,,,,CVB181L18
CVB,FOLES DE CARDANS,,,,O,AXI12,030K,RUN02,TOYOTA,AXIO,2012,2018,,NRE160,,,,CVB181L18
CVB,FOLES DE CARDANS,,,,O,FIL06,071L,RUN02,TOYOTA,FILDER,2006,2012,,NZE121,,,,CVB181L18
CVB,FOLES DE CARDANS,,,,O,RAC05,161L,RUN02,TOYOTA,RACTIS,2005,2010,,NCP100,,,,CVB181L18
CVB,FOLES DE CARDANS,,,,O,RUN02,181L,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,CVB181L18
CVB,FOLES DE CARDANS,,,,I,FUN99,077M,VIT99,TOYOTA,FUNCARGO,1999,2005,,NCP20,,,,CVB221M17
CVB,FOLES DE CARDANS,,,,I,IST02,103L,VIT99,TOYOTA,IST,2002,2007,,NCP60,,,,CVB221M17
CVB,FOLES DE CARDANS,,,,I,PORT04,133L,VIT99,TOYOTA,PORTE,2004,2012,,NNP10,,,,CVB221M17
CVB,FOLES DE CARDANS,,,,I,RAU97,167M,CON88,TOYOTA,RAUM,1997,2003,,EXZ10,,,,CVB221M17
CVB,FOLES DE CARDANS,,,,I,YAR05,223L,RAC05,TOYOTA,YARIS ,2005,2010,,NCP91,,,,CVB223L17
CVB,FOLES DE CARDANS,,,,O,HAR98,317M,,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,CVB317M18
CVB,FOLES DE CARDANS,,,,O,NP300,342L,HAR98,NISSAN,HARDBODY ,2008,2024,,LDF-D22,,,,CVB317M18
CVB,FOLES DE CARDANS,,,,I,327L,,,NISSAN,MICRA,2002,2010,,UA-AK12,,,,CVB327L17
CVB,FOLES DE CARDANS,,,,O,MUR04,329V,QAS06,NISSAN,MURANO,2004,2007,,CBA-PZ50,,,,CVB329V18
CVB,FOLES DE CARDANS,,,,O,NAV05,335V,,NISSAN,NAVARA,2005,2015,,CBA-D40,,,,CVB335V18
CVB,FOLES DE CARDANS,,,,O,NAV10,336V,NAV05,NISSAN,NAVARA,2010,2015,,LDF-D40,,,,CVB335V18
CVB,FOLES DE CARDANS,,,,O,357Z,,,NISSAN,SENTRA,1987,1990,,E-B12,,,,CVB357Z18
CVB,FOLES DE CARDANS,,,,O,361M,,,NISSAN,SUNNY,1990,1993,,E-B13,,,,CVB361M18
CVB,FOLES DE CARDANS,,,,O,362M,,,NISSAN,TERRANO ,1999,2006,,KH-R50,,,,CVB362M18
CVB,FOLES DE CARDANS,,,,I,363L,,,NISSAN,TIIDA,2004,2012,,DBA-C11,,,,CVB363L17
CVB,FOLES DE CARDANS,,,,O,363L,,,NISSAN,TIIDA,2004,2012,,DBA-C11,,,,CVB363L18
CVB,FOLES DE CARDANS,,,,I,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,CVB367L17
CVB,FOLES DE CARDANS,,,,O,415M,,,FORD,BANTAM ,1994,1990,,,,,,CVB415M18
CVB,FOLES DE CARDANS,,,,I,DEM03,432L,,MAHINDRA,DEMIO,2003,2007,,,,,,CVB432L17
CVB,FOLES DE CARDANS,,,,I,DEM07,433L,DEM03,MAHINDRA,DEMIO,2007,2014,,,,,,CVB432L17
CVB,FOLES DE CARDANS,,,,I,VER03,463L,DEM03,MAHINDRA,VERISA ,2003,2011,,,,,,CVB432L17
CVB,FOLES DE CARDANS,,,,I,VER08,217L,DEM03,TOYOTA,VERSO,2008,2018,,ZGR10,,,,CVB432L17
CVB,FOLES DE CARDANS,,,,I,BT5007,421L,RAN00,MAHINDRA,BT50,2007,2011,,ALUA07,,,,CVB454L17
CVB,FOLES DE CARDANS,,,,I,RAN00,454L,RAN07,FORD,RANGER ,2000,2006,,,,,,CVB454L17
CVB,FOLES DE CARDANS,,,,O,BT5007,421L,RAN00,MAHINDRA,BT50,2007,2011,,ALUA07,,,,CVB454L18
CVB,FOLES DE CARDANS,,,,O,RAN00,454L,RAN07,FORD,RANGER ,2000,2006,,,,,,CVB454L18
CVB,FOLES DE CARDANS,,,,I,RAN07,455L,RAN00,FORD,RANGER ,2007,2012,,,,,,CVB455L17
CVB,FOLES DE CARDANS,,,,O,RAN07,455L,RAN00,FORD,RANGER ,2007,2012,,,,,,CVB455L18
CVB,FOLES DE CARDANS,,,,I,RAN12,456U,RAN00,FORD,RANGER ,2012,2021,,,,,,CVB456U17
CVB,FOLES DE CARDANS,,,,O,RAN12,456U,RAN00,FORD,RANGER ,2012,2021,,,,,,CVB456U18
CVB,FOLES DE CARDANS,,,,I,DMA04,481V,DTE04,ISUZU,D-MAX,2004,2012,,,,,,CVB481V17
CVB,FOLES DE CARDANS,,,,O,DMA04,481V,DTE04,ISUZU,D-MAX,2004,2012,,,,,,CVB481V18
CVB,FOLES DE CARDANS,,,,I,KB250,490L,,ISUZU,KB,2004,2012,,,,,,CVB490L17
CVB,FOLES DE CARDANS,,,,I,KB2504W,491L,KB250,ISUZU,KB 4WD,2004,2012,,,,,,CVB490L17
CVB,FOLES DE CARDANS,,,,I,KB280,492Z,KB250,ISUZU,KB,1980,1997,,,,,,CVB490L17
CVB,FOLES DE CARDANS,,,,O,KB250,490L,,ISUZU,KB,2004,2012,,,,,,CVB490L18
CVB,FOLES DE CARDANS,,,,O,KB2504W,491L,KB250,ISUZU,KB 4WD,2004,2012,,,,,,CVB490L18
CVB,FOLES DE CARDANS,,,,O,KB280,492Z,KB250,ISUZU,KB,1980,1997,,,,,,CVB490L18
CVB,FOLES DE CARDANS,,,,O,FIT04,575L,,HONDA,FIT,2004,2008,,,,,,CVB575L18
CVJ,CARDANS,,,,O,AUR06,013L,,TOYOTA,AURIS,2006,2011,,ZRE152,,36X30,,CVJ013L18
CVJ,CARDANS,,,,O,022L,,,TOYOTA,AVENSIS,2006,2008,,AZT250,,,,CVJ022L18
CVJ,CARDANS,,,,O,043L,,,TOYOTA,CAMRY,2001,2006,,ACV30,,,,CVJ043L18
CVJ,CARDANS,,,,O,CAM06,044L,,TOYOTA,CAMRY,2006,2011,,ACV40,,26X26,,CVJ044L18
CVJ,CARDANS,,,,O,ALP08,007L,,TOYOTA,ALPHARD,2008,2015,,ANH20,,27X30,,CVJ045M18
CVJ,CARDANS,,,,O,CAMI03,047L,,TOYOTA,CAMI,2003,2006,,J102E,,24X19,,CVJ047L18
CVJ,CARDANS,,,,O,TER06,210L,,DAIHATSU,TERIOS,2006,2013,,J200G,,24X19,,CVJ047L18
CVJ,CARDANS,,,,O,BLA07,039L,COR08,TOYOTA,BELTA,2007,2012,,AZE154,,23X26,,CVJ059L18
CVJ,CARDANS,,,,O,COR08,059L,,TOYOTA,COROLLA,2008,2013,,ZRE142,,23X26,,CVJ059L18
CVJ,CARDANS,,,,O,ALL01,001L,COR96,TOYOTA,ALLION,2001,2007,,NZT240,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,ALL07,002L,COR96,TOYOTA,ALLION,2007,2021,,ZRT260,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,AUR11,014U,COR96,TOYOTA,AURIS,2011,2018,,ZRE152,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,AXI06,029L,COR96,TOYOTA,AXIO,2006,2011,,NZE141,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,AXI12,030K,COR96,TOYOTA,AXIO,2012,2018,,NRE160,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,BEL05,036L,COR96,TOYOTA,BELTA,2005,2016,,SCP92,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,COR96,061M,,TOYOTA,COROLLA,1996,2000,,AE110,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,FIL06,071L,COR96,TOYOTA,FILDER,2006,2012,,NZE121,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,IST07,104L,COR96,TOYOTA,IST,2007,2016,,ZSP110,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,RAC05,161L,COR96,TOYOTA,RACTIS,2005,2010,,NCP100,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,RUN02,,COR96,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,SPA97,201M,,TOYOTA,SPACIO,1997,2001,,AE111N,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,SPR91,203M,COR96,TOYOTA,SPRINTER ,1991,2000,,AE91,,23X26,,CVJ061M18
CVJ,CARDANS,,,,O,HIA92,085M,,TOYOTA,HIACE,1992,2004,,LH107,,27X26,,CVJ085M18
CVJ,CARDANS,,,,O,HIL95,094M,HIA92,TOYOTA,HILUX,1995,1997,,LN106,,27X26,,CVJ085M18
CVJ,CARDANS,,,,O,HIL97,095M,HIA92,TOYOTA,HILUX,1997,2004,,LN106,,27X26,,CVJ085M18
CVJ,CARDANS,,,,I,HIL05,,,TOYOTA,HILUX,2005,2015,,KUN25,,,,CVJ091V17
CVJ,CARDANS,,,,I,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,CVJ091V17
CVJ,CARDANS,,,,O,FOR05,072V,,TOYOTA,FORTUNER,2005,2015,,TGN51,,29X30,,CVJ091V18
CVJ,CARDANS,,,,O,IS250,102V,,LEXUS,IS250,2005,2013,,,,30X30,,CVJ118V0
CVJ,CARDANS,,,,O,MAR05,118V,,TOYOTA,MARK X,2005,2017,,GSE20-AETLH,,30X30,,CVJ118V0
CVJ,CARDANS,,,,O,MAR054W,119V,,TOYOTA,MARK X,2005,2009,,GSE25-AETLH,,30X30,,CVJ118V0
CVJ,CARDANS,,,,O,NOA98,126M,,TOYOTA,NOAH ,1998,2001,,SR40,,27X26,,CVJ126M18
CVJ,CARDANS,,,,O,PRA02,145V,,TOYOTA,PRADO,2002,2009,,KZJ95,,30X30,,CVJ145V018
CVJ,CARDANS,,,,O,PRA12,146U,PRA02,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,30X30,,CVJ145V018
CVJ,CARDANS,,,,O,145V,,,TOYOTA,PRADO,2002,2009,,KZJ95,,,,CVJ145V18
CVJ,CARDANS,,,,O,SUR95,,,TOYOTA,SURF,1995,2000,,KZN130,,,,CVJ145V18
CVJ,CARDANS,,,,O,147M,,,TOYOTA,PRADO,1996,2002,,KZJ90,,,,CVJ147M18
CVJ,CARDANS,,,,O,ALP02,006L,RAV06,TOYOTA,ALPHARD,2002,2008,,ANH10,,27X26,,CVJ170V18
CVJ,CARDANS,,,,O,RAV06,170V,,TOYOTA,RAV4,2006,2012,,ACA33,,27X26,,CVJ170V18
CVJ,CARDANS,,,,O,VOX04,222L,RAV06,TOYOTA,VOXY ,2004,2007,,AZR60G,,27X26,,CVJ170V18
CVJ,CARDANS,,,,I,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,RSI,CVJ181L17
CVJ,CARDANS,,,,O,AUR06,,RUN02,TOYOTA,AURIS,2006,2011,,ZRE152,,23X26,,CVJ181L18
CVJ,CARDANS,,,,O,RUN02,181L,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,23X26,,CVJ181L18
CVJ,CARDANS,,,,O,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,25X26,RSII,CVJ181L1800
CVJ,CARDANS,,,,O,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,24X26,RSI NON ABS,CVJ182L18
CVJ,CARDANS,,,,O,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,24X26,(RSI)TO1011,CVJ182L180
CVJ,CARDANS,,,,O,FUN99,077M,,TOYOTA,FUNCARGO,1999,2005,,NCP20,,23X24,,CVJ196L18
CVJ,CARDANS,,,,O,IST02,103L,,TOYOTA,IST,2002,2007,,NCP60,,23X24,,CVJ196L18
CVJ,CARDANS,,,,O,PORT04,133L,,TOYOTA,PORTE,2004,2012,,NNP10,,23X24,,CVJ196L18
CVJ,CARDANS,,,,O,RAU97,167M,,TOYOTA,RAUM,1997,2003,,EXZ10,,23X24,,CVJ196L18
